"RelativePath","AssetRoot","Extension","SourceBytes","OfficialBytes","Content"
"Sound\Fx\envrn\boat_crk2.wav","Sound",".wav","65448","65448","Identical"
"Sound\Fx\envrn\boat_crk3.wav","Sound",".wav","26550","26550","Identical"
"Sound\Fx\envrn\boat_crk4.wav","Sound",".wav","79404","79404","Identical"
"Sound\Fx\envrn\boat_waves.wav","Sound",".wav","625708","625708","Identical"
"Sound\Fx\envrn\bridgebreak.wav","Sound",".wav","155006","155006","Identical"
"Sound\Fx\envrn\cave_drip.wav","Sound",".wav","411692","411692","Identical"
"Sound\Fx\envrn\cave_wind.wav","Sound",".wav","270360","270360","Identical"
"Sound\Fx\envrn\chant.wav","Sound",".wav","163884","163884","Identical"
"Sound\Fx\envrn\crystal1.wav","Sound",".wav","104748","104748","Identical"
"Sound\Fx\envrn\dockCREAK.wav","Sound",".wav","292396","292396","Identical"
"Sound\Fx\envrn\drum.wav","Sound",".wav","28600","28600","Identical"
"Sound\Fx\envrn\Dwemer_Fan.wav","Sound",".wav","88328","88328","Identical"
"Sound\Fx\envrn\elec.wav","Sound",".wav","250828","250828","Identical"
"Sound\Fx\envrn\endrumble.wav","Sound",".wav","98060","98060","Identical"
"Sound\Fx\envrn\factCREAK.wav","Sound",".wav","658476","658476","Identical"
"Sound\Fx\envrn\factory.wav","Sound",".wav","173216","173216","Identical"
"Sound\Fx\envrn\fire.wav","Sound",".wav","222252","222252","Identical"
"Sound\Fx\envrn\fire_trch.wav","Sound",".wav","110872","110872","Identical"
"Sound\Fx\envrn\flag.wav","Sound",".wav","262424","262424","Identical"
"Sound\Fx\envrn\flag2.wav","Sound",".wav","148760","148760","Identical"
"Sound\Fx\envrn\flies.wav","Sound",".wav","175128","175128","Identical"
"Sound\Fx\envrn\forcefield.wav","Sound",".wav","159600","159600","Identical"
"Sound\Fx\envrn\haunted.wav","Sound",".wav","296984","296984","Identical"
"Sound\Fx\envrn\hauntedWHSPR.wav","Sound",".wav","219692","219692","Identical"
"Sound\Fx\envrn\heart.wav","Sound",".wav","223896","223896","Identical"
"Sound\Fx\envrn\Inflies1.wav","Sound",".wav","72876","72876","Identical"
"Sound\Fx\envrn\lava_flow.wav","Sound",".wav","216620","216620","Identical"
"Sound\Fx\envrn\lava_flow2.wav","Sound",".wav","160628","160628","Identical"
"Sound\Fx\envrn\lava_spout.wav","Sound",".wav","230008","230008","Identical"
"Sound\Fx\envrn\lava_spout2.wav","Sound",".wav","278552","278552","Identical"
"Sound\Fx\envrn\MournExtAmb.wav","Sound",".wav","358500","358500","Identical"
"Sound\Fx\envrn\MournExtAmbN.wav","Sound",".wav","424426","424426","Identical"
"Sound\Fx\envrn\MournFountain.wav","Sound",".wav","174478","174478","Identical"
"Sound\Fx\envrn\MournGatesClose.wav","Sound",".wav","181422","181422","Identical"
"Sound\Fx\envrn\MournGatesOpen.wav","Sound",".wav","185568","185568","Identical"
"Sound\Fx\envrn\MournTempleAmb.wav","Sound",".wav","378128","378128","Identical"
"Sound\Fx\envrn\mudbubbles.wav","Sound",".wav","212012","212012","Identical"
"Sound\Fx\envrn\power_light.wav","Sound",".wav","152876","152876","Identical"
"Sound\Fx\envrn\rain.wav","Sound",".wav","298008","298008","Identical"
"Sound\Fx\envrn\rainHVY.wav","Sound",".wav","207916","207916","Identical"
"Sound\Fx\envrn\SothaAmbient.wav","Sound",".wav","121964","121964","Identical"
"Sound\Fx\envrn\SothaBlade.wav","Sound",".wav","38976","38976","Identical"
"Sound\Fx\envrn\SothaDoorClose.wav","Sound",".wav","111744","111744","Identical"
"Sound\Fx\envrn\SothaDoorOpen.wav","Sound",".wav","134212","134212","Identical"
"Sound\Fx\envrn\SothaFabMachine.wav","Sound",".wav","284528","284528","Identical"
"Sound\Fx\envrn\SothaGear.wav","Sound",".wav","223500","223500","Identical"
"Sound\Fx\envrn\SothaGiantBlade.wav","Sound",".wav","60316","60316","Identical"
"Sound\Fx\envrn\SothaLabAmbient.wav","Sound",".wav","491528","491528","Identical"
"Sound\Fx\envrn\SothaLever.wav","Sound",".wav","52176","52176","Identical"
"Sound\Fx\envrn\SothaSparks.wav","Sound",".wav","146220","146220","Identical"
"Sound\Fx\envrn\SothaSpikes.wav","Sound",".wav","35428","35428","Identical"
"Sound\Fx\envrn\splash_lrg.wav","Sound",".wav","93976","93976","Identical"
"Sound\Fx\envrn\splash_lrg2.wav","Sound",".wav","76376","76376","Identical"
"Sound\Fx\envrn\splash_sml.wav","Sound",".wav","31128","31128","Identical"
"Sound\Fx\envrn\steam.wav","Sound",".wav","69784","69784","Identical"
"Sound\Fx\envrn\swamp01.wav","Sound",".wav","398820","398820","Identical"
"Sound\Fx\envrn\swamp02.wav","Sound",".wav","341036","341036","Identical"
"Sound\Fx\envrn\swamp03.wav","Sound",".wav","255660","255660","Identical"
"Sound\Fx\envrn\thndr_cls.wav","Sound",".wav","206296","206296","Identical"
"Sound\Fx\envrn\thndr_cls2.wav","Sound",".wav","298080","298080","Identical"
"Sound\Fx\envrn\thndr_cls3.wav","Sound",".wav","240864","240864","Identical"
"Sound\Fx\envrn\thndr_far.wav","Sound",".wav","123904","123904","Identical"
"Sound\Fx\envrn\thndr_far2.wav","Sound",".wav","140440","140440","Identical"
"Sound\Fx\envrn\thndr_far3.wav","Sound",".wav","249880","249880","Identical"
"Sound\Fx\envrn\trch_out.wav","Sound",".wav","20952","20952","Identical"
"Sound\Fx\envrn\undrwatr.wav","Sound",".wav","173570","173570","Identical"
"Sound\Fx\envrn\volcano.wav","Sound",".wav","111660","111660","Identical"
"Sound\Fx\envrn\watr_lake.wav","Sound",".wav","305196","305196","Identical"
"Sound\Fx\envrn\watr_rivr.wav","Sound",".wav","264216","264216","Identical"
"Sound\Fx\envrn\watr_stream.wav","Sound",".wav","268312","268312","Identical"
"Sound\Fx\envrn\watr_stream2.wav","Sound",".wav","286744","286744","Identical"
"Sound\Fx\envrn\watr_trikl.wav","Sound",".wav","221656","221656","Identical"
"Sound\Fx\envrn\watr_wave.wav","Sound",".wav","250904","250904","Identical"
"Sound\Fx\envrn\watr_wave2.wav","Sound",".wav","310552","310552","Identical"
"Sound\Fx\envrn\watrfall.wav","Sound",".wav","214552","214552","Identical"
"Sound\Fx\envrn\watrfallSML.wav","Sound",".wav","162328","162328","Identical"
"Sound\Fx\envrn\wind_hvy.wav","Sound",".wav","212524","212524","Identical"
"Sound\Fx\envrn\wind_lt.wav","Sound",".wav","193068","193068","Identical"
"Sound\Fx\envrn\woodchimes.wav","Sound",".wav","292376","292376","Identical"
"Sound\Fx\envrn\wtrfallSML.wav","Sound",".wav","189208","189208","Identical"
"Sound\Fx\FabBossClank.wav","Sound",".wav","58354","58354","Identical"
"Sound\Fx\FabBossGryo.wav","Sound",".wav","82614","82614","Identical"
"Sound\Fx\FabBossWhir.wav","Sound",".wav","104726","104726","Identical"
"Sound\Fx\FOOT\anmlLRGleft.wav","Sound",".wav","18944","18944","Identical"
"Sound\Fx\FOOT\anmlLRGright.wav","Sound",".wav","18024","18024","Identical"
"Sound\Fx\FOOT\anmlSMLleft.wav","Sound",".wav","9450","9450","Identical"
"Sound\Fx\FOOT\anmlSMLright.wav","Sound",".wav","11288","11288","Identical"
"Sound\Fx\FOOT\dirtFOOT\fall.wav","Sound",".wav","44864","44864","Identical"
"Sound\Fx\FOOT\dirtFOOT\land.wav","Sound",".wav","24760","24760","Identical"
"Sound\Fx\FOOT\dirtFOOT\land_hv1.wav","Sound",".wav","31128","31128","Identical"
"Sound\Fx\FOOT\dirtFOOT\land_lt1.wav","Sound",".wav","20616","20616","Identical"
"Sound\Fx\FOOT\dirtFOOT\land_md1.wav","Sound",".wav","27790","27790","Identical"
"Sound\Fx\FOOT\dirtFOOT\runl.wav","Sound",".wav","17944","17944","Identical"
"Sound\Fx\FOOT\dirtFOOT\runl_hv1.wav","Sound",".wav","16872","16872","Identical"
"Sound\Fx\FOOT\dirtFOOT\runl_lt1.wav","Sound",".wav","13672","13672","Identical"
"Sound\Fx\FOOT\dirtFOOT\runl_md1.wav","Sound",".wav","12992","12992","Identical"
"Sound\Fx\FOOT\dirtFOOT\runl2.wav","Sound",".wav","12746","12746","Identical"
"Sound\Fx\FOOT\dirtFOOT\runl2_lt.wav","Sound",".wav","12162","12162","Identical"
"Sound\Fx\FOOT\dirtFOOT\runr.wav","Sound",".wav","17192","17192","Identical"
"Sound\Fx\FOOT\dirtFOOT\runr_hv1.wav","Sound",".wav","16638","16638","Identical"
"Sound\Fx\FOOT\dirtFOOT\runr_lt1.wav","Sound",".wav","17096","17096","Identical"
"Sound\Fx\FOOT\dirtFOOT\runr_md1.wav","Sound",".wav","11944","11944","Identical"
"Sound\Fx\FOOT\dirtFOOT\runr2.wav","Sound",".wav","11582","11582","Identical"
"Sound\Fx\FOOT\dirtFOOT\runr2_lt.wav","Sound",".wav","11720","11720","Identical"
"Sound\Fx\FOOT\dirtFOOT\walkl.wav","Sound",".wav","16376","16376","Identical"
"Sound\Fx\FOOT\dirtFOOT\walkl_hv1.wav","Sound",".wav","27640","27640","Identical"
"Sound\Fx\FOOT\dirtFOOT\walkl_lt1.wav","Sound",".wav","13528","13528","Identical"
"Sound\Fx\FOOT\dirtFOOT\walkl_md1.wav","Sound",".wav","24792","24792","Identical"
"Sound\Fx\FOOT\dirtFOOT\walkr.wav","Sound",".wav","15432","15432","Identical"
"Sound\Fx\FOOT\dirtFOOT\walkr_hv1.wav","Sound",".wav","22616","22616","Identical"
"Sound\Fx\FOOT\dirtFOOT\walkr_lt1.wav","Sound",".wav","13272","13272","Identical"
"Sound\Fx\FOOT\dirtFOOT\walkr_md1.wav","Sound",".wav","22520","22520","Identical"
"Sound\Fx\FOOT\land_br.wav","Sound",".wav","13488","13488","Identical"
"Sound\Fx\FOOT\land_hv.wav","Sound",".wav","21784","21784","Identical"
"Sound\Fx\FOOT\land_lt.wav","Sound",".wav","21800","21800","Identical"
"Sound\Fx\FOOT\land_md.wav","Sound",".wav","35096","35096","Identical"
"Sound\Fx\FOOT\runl_br.wav","Sound",".wav","16274","16274","Identical"
"Sound\Fx\FOOT\runl_hv.wav","Sound",".wav","17024","17024","Identical"
"Sound\Fx\FOOT\runl_lt.wav","Sound",".wav","4136","4136","Identical"
"Sound\Fx\FOOT\runl_md.wav","Sound",".wav","17032","17032","Identical"
"Sound\Fx\FOOT\runr_br.wav","Sound",".wav","17704","17704","Identical"
"Sound\Fx\FOOT\runr_hv.wav","Sound",".wav","17070","17070","Identical"
"Sound\Fx\FOOT\runr_lt.wav","Sound",".wav","3188","3188","Identical"
"Sound\Fx\FOOT\runr_md.wav","Sound",".wav","16088","16088","Identical"
"Sound\Fx\FOOT\splsh.wav","Sound",".wav","23010","23010","Identical"
"Sound\Fx\FOOT\splsh2.wav","Sound",".wav","20504","20504","Identical"
"Sound\Fx\FOOT\splsh3.wav","Sound",".wav","19356","19356","Identical"
"Sound\Fx\FOOT\swimLEFT.wav","Sound",".wav","42412","42412","Identical"
"Sound\Fx\FOOT\swimRIGHT.wav","Sound",".wav","46380","46380","Identical"
"Sound\Fx\FOOT\walkl_br.wav","Sound",".wav","20072","20072","Identical"
"Sound\Fx\FOOT\walkl_hv.wav","Sound",".wav","23008","23008","Identical"
"Sound\Fx\FOOT\walkl_lt.wav","Sound",".wav","13160","13160","Identical"
"Sound\Fx\FOOT\walkl_md.wav","Sound",".wav","14724","14724","Identical"
"Sound\Fx\FOOT\walkr_br.wav","Sound",".wav","22552","22552","Identical"
"Sound\Fx\FOOT\walkr_hv.wav","Sound",".wav","27816","27816","Identical"
"Sound\Fx\FOOT\walkr_lt.wav","Sound",".wav","7872","7872","Identical"
"Sound\Fx\FOOT\walkr_md.wav","Sound",".wav","16408","16408","Identical"
"Sound\Fx\frgt_bellow.wav","Sound",".wav","54754","54754","Identical"
"Sound\Fx\funny.wav","Sound",".wav","65238","65238","Identical"
"Sound\Fx\garyheadhit.wav","Sound",".wav","30026","30026","Identical"
"Sound\Fx\heart.wav","Sound",".wav","152108","152108","Identical"
"Sound\Fx\heart2.wav","Sound",".wav","152108","152108","Identical"
"Sound\Fx\heartdead.wav","Sound",".wav","198876","198876","Identical"
"Sound\Fx\hearthit1.wav","Sound",".wav","118808","118808","Identical"
"Sound\Fx\hearthit2.wav","Sound",".wav","118808","118808","Identical"
"Sound\Fx\hearthit3.wav","Sound",".wav","118808","118808","Identical"
"Sound\Fx\hearthit4.wav","Sound",".wav","118808","118808","Identical"
"Sound\Fx\Heavy Armor Hit.wav","Sound",".wav","14904","14904","Identical"
"Sound\Fx\hork.wav","Sound",".wav","237668","237668","Identical"
"Sound\Fx\icecollapse.wav","Sound",".wav","460884","460884","Identical"
"Sound\Fx\icecracking.wav","Sound",".wav","459150","459150","Identical"
"Sound\Fx\inter\levelUP.wav","Sound",".wav","794530","87064","Different"
"Sound\Fx\inter\menu1.wav","Sound",".wav","14532","2904","Different"
"Sound\Fx\inter\menu2.wav","Sound",".wav","14532","7024","Different"
"Sound\Fx\inter\menuNEWxbx.wav","Sound",".wav","1802","1802","Identical"
"Sound\Fx\item\armrhevy.wav","Sound",".wav","31192","31192","Identical"
"Sound\Fx\item\armrHVY.wav","Sound",".wav","49404","49404","Identical"
"Sound\Fx\item\armrlite.wav","Sound",".wav","25728","25728","Identical"
"Sound\Fx\item\armrLIToff.wav","Sound",".wav","31536","31536","Identical"
"Sound\Fx\item\armrLITon.wav","Sound",".wav","34028","34028","Identical"
"Sound\Fx\item\armrmed.wav","Sound",".wav","18520","18520","Identical"
"Sound\Fx\item\arrow.wav","Sound",".wav","18008","18008","Identical"
"Sound\Fx\item\arrow2.wav","Sound",".wav","18568","18568","Identical"
"Sound\Fx\item\axeAWAY.wav","Sound",".wav","28056","28056","Identical"
"Sound\Fx\item\axeOUT.wav","Sound",".wav","71832","71832","Identical"
"Sound\Fx\item\blunt.wav","Sound",".wav","13976","13976","Identical"
"Sound\Fx\item\bluntAWAY.wav","Sound",".wav","29602","29602","Identical"
"Sound\Fx\item\bluntOUT.wav","Sound",".wav","25220","25220","Identical"
"Sound\Fx\item\bookclose.wav","Sound",".wav","14626","13528","Different"
"Sound\Fx\item\bookopen.wav","Sound",".wav","14626","46040","Different"
"Sound\Fx\item\bookpag1.wav","Sound",".wav","14626","29272","Different"
"Sound\Fx\item\bookpag2.wav","Sound",".wav","14626","34456","Different"
"Sound\Fx\item\bowAWAY.wav","Sound",".wav","30680","30680","Identical"
"Sound\Fx\item\bowOUT.wav","Sound",".wav","25220","27928","Different"
"Sound\Fx\item\bowPULL.wav","Sound",".wav","3996","50902","Different"
"Sound\Fx\item\bowSHOOT.wav","Sound",".wav","69944","28184","Different"
"Sound\Fx\item\cbowAWAY.wav","Sound",".wav","31982","31982","Identical"
"Sound\Fx\item\cbowOUT.wav","Sound",".wav","25220","28592","Different"
"Sound\Fx\item\cbowPULL.wav","Sound",".wav","216","26220","Different"
"Sound\Fx\item\cbowSHOOT.wav","Sound",".wav","46622","23524","Different"
"Sound\Fx\item\cbowshoot2.wav","Sound",".wav","46622","16024","Different"
"Sound\Fx\item\clothes.wav","Sound",".wav","24416","24416","Identical"
"Sound\Fx\item\drink.wav","Sound",".wav","29912","29912","Identical"
"Sound\Fx\item\item.wav","Sound",".wav","27672","27672","Identical"
"Sound\Fx\item\longblad.wav","Sound",".wav","27416","27416","Identical"
"Sound\Fx\item\longbladAWAY.wav","Sound",".wav","34200","34200","Identical"
"Sound\Fx\item\longbladOUT.wav","Sound",".wav","47512","47512","Identical"
"Sound\Fx\item\money.wav","Sound",".wav","23288","23288","Identical"
"Sound\Fx\item\potion.wav","Sound",".wav","46060","46060","Identical"
"Sound\Fx\item\potionFAIL.wav","Sound",".wav","43860","43860","Identical"
"Sound\Fx\item\potnpour.wav","Sound",".wav","32056","32056","Identical"
"Sound\Fx\item\repair.wav","Sound",".wav","44496","44496","Identical"
"Sound\Fx\item\repairFAIL.wav","Sound",".wav","18786","18786","Identical"
"Sound\Fx\item\ring.wav","Sound",".wav","7806","7806","Identical"
"Sound\Fx\item\shield.wav","Sound",".wav","34552","34552","Identical"
"Sound\Fx\item\shrtblad.wav","Sound",".wav","12744","12744","Identical"
"Sound\Fx\item\shrtbladAWAY.wav","Sound",".wav","17474","17474","Identical"
"Sound\Fx\item\shrtbladOUT.wav","Sound",".wav","45848","45848","Identical"
"Sound\Fx\item\spear.wav","Sound",".wav","17688","17688","Identical"
"Sound\Fx\item\spearAWAY.wav","Sound",".wav","50584","50584","Identical"
"Sound\Fx\item\spearOUT.wav","Sound",".wav","17688","17688","Identical"
"Sound\Fx\item\spelcreate.wav","Sound",".wav","18584","18584","Identical"
"Sound\Fx\item\swallow.wav","Sound",".wav","22438","22438","Identical"
"Sound\Fx\LEFTRN1.wav","Sound",".wav","9312","9312","Identical"
"Sound\Fx\LEFTRN2.wav","Sound",".wav","9560","9560","Identical"
"Sound\Fx\LEFTWK1.wav","Sound",".wav","8304","8304","Identical"
"Sound\Fx\LEFTWK2.wav","Sound",".wav","10026","10026","Identical"
"Sound\Fx\LEFTWOD1.wav","Sound",".wav","7452","7452","Identical"
"Sound\Fx\LEFTWOD2.wav","Sound",".wav","6914","6914","Identical"
"Sound\Fx\Lever1.wav","Sound",".wav","18282","18282","Identical"
"Sound\Fx\Light Armor Hit.wav","Sound",".wav","15574","15574","Identical"
"Sound\Fx\magic\altrA.wav","Sound",".wav","24984","24984","Identical"
"Sound\Fx\magic\altrC.wav","Sound",".wav","57112","57112","Identical"
"Sound\Fx\magic\altrFAIL.wav","Sound",".wav","19100","19100","Identical"
"Sound\Fx\magic\altrH.wav","Sound",".wav","53208","53208","Identical"
"Sound\Fx\magic\altrT.wav","Sound",".wav","38552","38552","Identical"
"Sound\Fx\magic\conjA.wav","Sound",".wav","62552","62552","Identical"
"Sound\Fx\magic\conjC.wav","Sound",".wav","56024","56024","Identical"
"Sound\Fx\magic\conjFAIL.wav","Sound",".wav","25832","25832","Identical"
"Sound\Fx\magic\conjH.wav","Sound",".wav","72984","72984","Identical"
"Sound\Fx\magic\conjT.wav","Sound",".wav","135192","135192","Identical"
"Sound\Fx\magic\destA.wav","Sound",".wav","69144","69144","Identical"
"Sound\Fx\magic\destC.wav","Sound",".wav","52376","52376","Identical"
"Sound\Fx\magic\destFAIL.wav","Sound",".wav","23704","23704","Identical"
"Sound\Fx\magic\destH.wav","Sound",".wav","152088","152088","Identical"
"Sound\Fx\magic\destT.wav","Sound",".wav","52376","52376","Identical"
"Sound\Fx\magic\enchant.wav","Sound",".wav","794530","44260","Different"
"Sound\Fx\magic\enchantFAIL.wav","Sound",".wav","222232","20726","Different"
"Sound\Fx\magic\fireA.wav","Sound",".wav","19480","19480","Identical"
"Sound\Fx\magic\fireC.wav","Sound",".wav","21724","21724","Identical"
"Sound\Fx\magic\fireFAIL.wav","Sound",".wav","14116","14116","Identical"
"Sound\Fx\magic\fireH.wav","Sound",".wav","36184","36184","Identical"
"Sound\Fx\magic\fireT.wav","Sound",".wav","58136","58136","Identical"
"Sound\Fx\magic\frstA.wav","Sound",".wav","49240","49240","Identical"
"Sound\Fx\magic\frstC.wav","Sound",".wav","58800","58800","Identical"
"Sound\Fx\magic\frstFAIL.wav","Sound",".wav","16280","16280","Identical"
"Sound\Fx\magic\frstH.wav","Sound",".wav","70958","70958","Identical"
"Sound\Fx\magic\frstT.wav","Sound",".wav","69144","69144","Identical"
"Sound\Fx\magic\illuA.wav","Sound",".wav","18898","18898","Identical"
"Sound\Fx\magic\illuC.wav","Sound",".wav","35608","35608","Identical"
"Sound\Fx\magic\illuFAIL.wav","Sound",".wav","21994","21994","Identical"
"Sound\Fx\magic\illuH.wav","Sound",".wav","42442","42442","Identical"
"Sound\Fx\magic\illuT.wav","Sound",".wav","20908","20908","Identical"
"Sound\Fx\magic\mystA.wav","Sound",".wav","59928","59928","Identical"
"Sound\Fx\magic\mystC.wav","Sound",".wav","55128","55128","Identical"
"Sound\Fx\magic\mystFAIL.wav","Sound",".wav","19608","19608","Identical"
"Sound\Fx\magic\mystH.wav","Sound",".wav","45208","45208","Identical"
"Sound\Fx\magic\mystT.wav","Sound",".wav","46680","46680","Identical"
"Sound\Fx\magic\OLD\Alteration Bolt.wav","Sound",".wav","69784","69784","Identical"
"Sound\Fx\magic\OLD\Alteration Cast.wav","Sound",".wav","61218","61218","Identical"
"Sound\Fx\magic\OLD\Alteration Hit.wav","Sound",".wav","177196","177196","Identical"
"Sound\Fx\magic\OLD\area.wav","Sound",".wav","58136","58136","Identical"
"Sound\Fx\magic\OLD\cast.wav","Sound",".wav","36832","36832","Identical"
"Sound\Fx\magic\OLD\Conjuration Bolt.wav","Sound",".wav","69784","69784","Identical"
"Sound\Fx\magic\OLD\Conjuration Cast.wav","Sound",".wav","16232","16232","Identical"
"Sound\Fx\magic\OLD\Conjuration Hit.wav","Sound",".wav","177196","177196","Identical"
"Sound\Fx\magic\OLD\Destruction Bolt.wav","Sound",".wav","69784","69784","Identical"
"Sound\Fx\magic\OLD\Destruction Cast.wav","Sound",".wav","122414","122414","Identical"
"Sound\Fx\magic\OLD\Destruction Hit.wav","Sound",".wav","177196","177196","Identical"
"Sound\Fx\magic\OLD\hit.wav","Sound",".wav","36204","36204","Identical"
"Sound\Fx\magic\OLD\Illusion Bolt.wav","Sound",".wav","69804","69804","Identical"
"Sound\Fx\magic\OLD\Illusion Cast.wav","Sound",".wav","63384","63384","Identical"
"Sound\Fx\magic\OLD\Illusion Hit.wav","Sound",".wav","177196","177196","Identical"
"Sound\Fx\magic\OLD\Mysticism Bolt.wav","Sound",".wav","69784","69784","Identical"
"Sound\Fx\magic\OLD\Mysticism Cast.wav","Sound",".wav","244804","244804","Identical"
"Sound\Fx\magic\OLD\Mysticism Hit.wav","Sound",".wav","177196","177196","Identical"
"Sound\Fx\magic\OLD\Restoration Bolt.wav","Sound",".wav","69784","69784","Identical"
"Sound\Fx\magic\OLD\Restoration Cast.wav","Sound",".wav","122414","122414","Identical"
"Sound\Fx\magic\OLD\Restoration Hit.wav","Sound",".wav","177196","177196","Identical"
"Sound\Fx\magic\OLD\target.wav","Sound",".wav","58136","58136","Identical"
"Sound\Fx\magic\OLD\target2.wav","Sound",".wav","31256","31256","Identical"
"Sound\Fx\magic\poisA.wav","Sound",".wav","59672","59672","Identical"
"Sound\Fx\magic\poisC.wav","Sound",".wav","50456","50456","Identical"
"Sound\Fx\magic\poisFAIL.wav","Sound",".wav","18968","18968","Identical"
"Sound\Fx\magic\poisH.wav","Sound",".wav","70556","70556","Identical"
